Unnamed: 0,Symbol,Company Name,Sector,Country,yf_ticker
0,360ONE,360 ONE WAM Ltd.,Financial Services,IND,360ONE.NS
1,3MINDIA,3M India Ltd.,Diversified,IND,3MINDIA.NS
2,ABB,ABB India Ltd.,Capital Goods,IND,ABB.NS
3,ACC,ACC Ltd.,Construction Materials,IND,ACC.NS
4,ACMESOLAR,ACME Solar Holdings Ltd.,Power,IND,ACMESOLAR.NS
5,AIAENG,AIA Engineering Ltd.,Capital Goods,IND,AIAENG.NS
6,APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,IND,APLAPOLLO.NS
7,AUBANK,AU Small Finance Bank Ltd.,Financial Services,IND,AUBANK.NS
8,AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,IND,AWL.NS
9,AADHARHFC,Aadhar Housing Finance Ltd.,Financial Services,IND,AADHARHFC.NS
10,AARTIIND,Aarti Industries Ltd.,Chemicals,IND,AARTIIND.NS
11,AAVAS,Aavas Financiers Ltd.,Financial Services,IND,AAVAS.NS
12,ABBOTINDIA,Abbott India Ltd.,Healthcare,IND,ABBOTINDIA.NS
13,ACE,Action Construction Equipment Ltd.,Capital Goods,IND,ACE.NS
14,ACUTAAS,Acutaas Chemicals Ltd.,Healthcare,IND,ACUTAAS.NS
15,ADANIENSOL,Adani Energy Solutions Ltd.,Power,IND,ADANIENSOL.NS
16,ADANIENT,Adani Enterprises Ltd.,Metals & Mining,IND,ADANIENT.NS
17,ADANIGREEN,Adani Green Energy Ltd.,Power,IND,ADANIGREEN.NS
18,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,Services,IND,ADANIPORTS.NS
19,ADANIPOWER,Adani Power Ltd.,Power,IND,ADANIPOWER.NS
20,ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,IND,ATGL.NS
21,ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,IND,ABCAPITAL.NS
22,ABFRL,Aditya Birla Fashion and Retail Ltd.,Consumer Services,IND,ABFRL.NS
23,ABLBL,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,IND,ABLBL.NS
24,ABREL,Aditya Birla Real Estate Ltd.,Realty,IND,ABREL.NS
25,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Financial Services,IND,ABSLAMC.NS
26,CPPLUS,Aditya Infotech Ltd.,Capital Goods,IND,CPPLUS.NS
27,AEGISLOG,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,IND,AEGISLOG.NS
28,AEGISVOPAK,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,IND,AEGISVOPAK.NS
29,AFCONS,Afcons Infrastructure Ltd.,Construction,IND,AFCONS.NS
30,AFFLE,Affle 3i Ltd.,Information Technology,IND,AFFLE.NS
31,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,IND,AJANTPHARM.NS
32,ALKEM,Alkem Laboratories Ltd.,Healthcare,IND,ALKEM.NS
33,ABDL,Allied Blenders and Distillers Ltd.,Fast Moving Consumer Goods,IND,ABDL.NS
34,ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,IND,ARE&M.NS
35,AMBER,Amber Enterprises India Ltd.,Consumer Durables,IND,AMBER.NS
36,AMBUJACEM,Ambuja Cements Ltd.,Construction Materials,IND,AMBUJACEM.NS
37,ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,IND,ANANDRATHI.NS
38,ANANTRAJ,Anant Raj Ltd.,Realty,IND,ANANTRAJ.NS
39,ANGELONE,Angel One Ltd.,Financial Services,IND,ANGELONE.NS
40,ANTHEM,Anthem Biosciences Ltd.,Healthcare,IND,ANTHEM.NS
41,ANURAS,Anupam Rasayan India Ltd.,Chemicals,IND,ANURAS.NS
42,APARINDS,Apar Industries Ltd.,Capital Goods,IND,APARINDS.NS
43,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,IND,APOLLOHOSP.NS
44,APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,IND,APOLLOTYRE.NS
45,APTUS,Aptus Value Housing Finance India Ltd.,Financial Services,IND,APTUS.NS
46,ASAHIINDIA,Asahi India Glass Ltd.,Automobile and Auto Components,IND,ASAHIINDIA.NS
47,ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,IND,ASHOKLEY.NS
48,ASIANPAINT,Asian Paints Ltd.,Consumer Durables,IND,ASIANPAINT.NS
49,ASTERDM,Aster DM Healthcare Ltd.,Healthcare,IND,ASTERDM.NS
50,ASTRAL,Astral Ltd.,Capital Goods,IND,ASTRAL.NS
51,ATHERENERG,Ather Energy Ltd.,Automobile and Auto Components,IND,ATHERENERG.NS
52,ATUL,Atul Ltd.,Chemicals,IND,ATUL.NS
53,AUROPHARMA,Aurobindo Pharma Ltd.,Healthcare,IND,AUROPHARMA.NS
54,AIIL,Authum Investment & Infrastructure Ltd.,Financial Services,IND,AIIL.NS
55,DMART,Avenue Supermarts Ltd.,Consumer Services,IND,DMART.NS
56,AXISBANK,Axis Bank Ltd.,Financial Services,IND,AXISBANK.NS
57,BEML,BEML Ltd.,Capital Goods,IND,BEML.NS
58,BLS,BLS International Services Ltd.,Consumer Services,IND,BLS.NS
59,BSE,BSE Ltd.,Financial Services,IND,BSE.NS
60,BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,IND,BAJAJ-AUTO.NS
61,BAJFINANCE,Bajaj Finance Ltd.,Financial Services,IND,BAJFINANCE.NS
62,BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,IND,BAJAJFINSV.NS
63,BAJAJHLDNG,Bajaj Holdings & Investment Ltd.,Financial Services,IND,BAJAJHLDNG.NS
64,BAJAJHFL,Bajaj Housing Finance Ltd.,Financial Services,IND,BAJAJHFL.NS
65,BALKRISIND,Balkrishna Industries Ltd.,Automobile and Auto Components,IND,BALKRISIND.NS
66,BALRAMCHIN,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,IND,BALRAMCHIN.NS
67,BANDHANBNK,Bandhan Bank Ltd.,Financial Services,IND,BANDHANBNK.NS
68,BANKBARODA,Bank of Baroda,Financial Services,IND,BANKBARODA.NS
69,BANKINDIA,Bank of India,Financial Services,IND,BANKINDIA.NS
70,MAHABANK,Bank of Maharashtra,Financial Services,IND,MAHABANK.NS
71,BATAINDIA,Bata India Ltd.,Consumer Durables,IND,BATAINDIA.NS
72,BAYERCROP,Bayer Cropscience Ltd.,Chemicals,IND,BAYERCROP.NS
73,BELRISE,Belrise Industries Ltd.,Automobile and Auto Components,IND,BELRISE.NS
74,BERGEPAINT,Berger Paints India Ltd.,Consumer Durables,IND,BERGEPAINT.NS
75,BDL,Bharat Dynamics Ltd.,Capital Goods,IND,BDL.NS
76,BEL,Bharat Electronics Ltd.,Capital Goods,IND,BEL.NS
77,BHARATFORG,Bharat Forge Ltd.,Automobile and Auto Components,IND,BHARATFORG.NS
78,BHEL,Bharat Heavy Electricals Ltd.,Capital Goods,IND,BHEL.NS
79,BPCL,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,IND,BPCL.NS
80,BHARTIARTL,Bharti Airtel Ltd.,Telecommunication,IND,BHARTIARTL.NS
81,BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication,IND,BHARTIHEXA.NS
82,BIKAJI,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,IND,BIKAJI.NS
83,GROWW,Billionbrains Garage Ventures Ltd.,Financial Services,IND,GROWW.NS
84,BIOCON,Biocon Ltd.,Healthcare,IND,BIOCON.NS
85,BSOFT,Birlasoft Ltd.,Information Technology,IND,BSOFT.NS
86,BLUEDART,Blue Dart Express Ltd.,Services,IND,BLUEDART.NS
87,BLUEJET,Blue Jet Healthcare Ltd.,Healthcare,IND,BLUEJET.NS
88,BLUESTARCO,Blue Star Ltd.,Consumer Durables,IND,BLUESTARCO.NS
89,BBTC,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,IND,BBTC.NS
90,BOSCHLTD,Bosch Ltd.,Automobile and Auto Components,IND,BOSCHLTD.NS
91,FIRSTCRY,Brainbees Solutions Ltd.,Consumer Services,IND,FIRSTCRY.NS
92,BRIGADE,Brigade Enterprises Ltd.,Realty,IND,BRIGADE.NS
93,BRITANNIA,Britannia Industries Ltd.,Fast Moving Consumer Goods,IND,BRITANNIA.NS
94,MAPMYINDIA,C.E. Info Systems Ltd.,Information Technology,IND,MAPMYINDIA.NS
95,CCL,CCL Products (I) Ltd.,Fast Moving Consumer Goods,IND,CCL.NS
96,CESC,CESC Ltd.,Power,IND,CESC.NS
97,CGPOWER,CG Power and Industrial Solutions Ltd.,Capital Goods,IND,CGPOWER.NS
98,CIEINDIA,CIE Automotive India Ltd.,Automobile and Auto Components,IND,CIEINDIA.NS
99,CRISIL,CRISIL Ltd.,Financial Services,IND,CRISIL.NS
100,CANFINHOME,Can Fin Homes Ltd.,Financial Services,IND,CANFINHOME.NS
101,CANBK,Canara Bank,Financial Services,IND,CANBK.NS
102,CANHLIFE,Canara HSBC Life Insurance Company Ltd.,Financial Services,IND,CANHLIFE.NS
103,CAPLIPOINT,Caplin Point Laboratories Ltd.,Healthcare,IND,CAPLIPOINT.NS
104,CGCL,Capri Global Capital Ltd.,Financial Services,IND,CGCL.NS
105,CARBORUNIV,Carborundum Universal Ltd.,Capital Goods,IND,CARBORUNIV.NS
106,CARTRADE,Cartrade Tech Ltd.,Consumer Services,IND,CARTRADE.NS
107,CASTROLIND,Castrol India Ltd.,Oil Gas & Consumable Fuels,IND,CASTROLIND.NS
108,CEATLTD,Ceat Ltd.,Automobile and Auto Components,IND,CEATLTD.NS
109,CEMPRO,Cemindia Projects Ltd.,Construction,IND,CEMPRO.NS
110,CENTRALBK,Central Bank of India,Financial Services,IND,CENTRALBK.NS
111,CDSL,Central Depository Services (India) Ltd.,Financial Services,IND,CDSL.NS
112,CHALET,Chalet Hotels Ltd.,Consumer Services,IND,CHALET.NS
113,CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,Chemicals,IND,CHAMBLFERT.NS
114,CHENNPETRO,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,IND,CHENNPETRO.NS
115,CHOICEIN,Choice International Ltd.,Financial Services,IND,CHOICEIN.NS
116,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,Financial Services,IND,CHOLAHLDNG.NS
117,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Financial Services,IND,CHOLAFIN.NS
118,CIPLA,Cipla Ltd.,Healthcare,IND,CIPLA.NS
119,CUB,City Union Bank Ltd.,Financial Services,IND,CUB.NS
120,CLEAN,Clean Science and Technology Ltd.,Chemicals,IND,CLEAN.NS
121,COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,IND,COALINDIA.NS
122,COCHINSHIP,Cochin Shipyard Ltd.,Capital Goods,IND,COCHINSHIP.NS
123,COFORGE,Coforge Ltd.,Information Technology,IND,COFORGE.NS
124,COHANCE,Cohance Lifesciences Ltd.,Healthcare,IND,COHANCE.NS
125,COLPAL,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,IND,COLPAL.NS
126,CAMS,Computer Age Management Services Ltd.,Financial Services,IND,CAMS.NS
127,CONCORDBIO,Concord Biotech Ltd.,Healthcare,IND,CONCORDBIO.NS
128,CONCOR,Container Corporation of India Ltd.,Services,IND,CONCOR.NS
129,COROMANDEL,Coromandel International Ltd.,Chemicals,IND,COROMANDEL.NS
130,CRAFTSMAN,Craftsman Automation Ltd.,Automobile and Auto Components,IND,CRAFTSMAN.NS
131,CREDITACC,CreditAccess Grameen Ltd.,Financial Services,IND,CREDITACC.NS
132,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,IND,CROMPTON.NS
133,CUMMINSIND,Cummins India Ltd.,Capital Goods,IND,CUMMINSIND.NS
134,CYIENT,Cyient Ltd.,Information Technology,IND,CYIENT.NS
135,DCMSHRIRAM,DCM Shriram Ltd.,Diversified,IND,DCMSHRIRAM.NS
136,DLF,DLF Ltd.,Realty,IND,DLF.NS
137,DOMS,DOMS Industries Ltd.,Fast Moving Consumer Goods,IND,DOMS.NS
138,DABUR,Dabur India Ltd.,Fast Moving Consumer Goods,IND,DABUR.NS
139,DALBHARAT,Dalmia Bharat Ltd.,Construction Materials,IND,DALBHARAT.NS
