Unnamed: 0,Symbol,Company Name,Sector,Country,yf_ticker
448,TATATECH,Tata Technologies Ltd.,Information Technology,IND,TATATECH.NS
449,TTML,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,IND,TTML.NS
450,TECHM,Tech Mahindra Ltd.,Information Technology,IND,TECHM.NS
451,TECHNOE,Techno Electric & Engineering Company Ltd.,Construction,IND,TECHNOE.NS
452,TEGA,Tega Industries Ltd.,Capital Goods,IND,TEGA.NS
453,TEJASNET,Tejas Networks Ltd.,Telecommunication,IND,TEJASNET.NS
454,TENNIND,Tenneco Clean Air India Ltd.,Automobile and Auto Components,IND,TENNIND.NS
455,NIACL,The New India Assurance Company Ltd.,Financial Services,IND,NIACL.NS
456,RAMCOCEM,The Ramco Cements Ltd.,Construction Materials,IND,RAMCOCEM.NS
457,THERMAX,Thermax Ltd.,Capital Goods,IND,THERMAX.NS
458,TIMKEN,Timken India Ltd.,Capital Goods,IND,TIMKEN.NS
459,TITAGARH,Titagarh Rail Systems Ltd.,Capital Goods,IND,TITAGARH.NS
460,TITAN,Titan Company Ltd.,Consumer Durables,IND,TITAN.NS
461,TORNTPHARM,Torrent Pharmaceuticals Ltd.,Healthcare,IND,TORNTPHARM.NS
462,TORNTPOWER,Torrent Power Ltd.,Power,IND,TORNTPOWER.NS
463,TARIL,Transformers And Rectifiers (India) Ltd.,Capital Goods,IND,TARIL.NS
464,TRAVELFOOD,Travel Food Services Ltd.,Consumer Services,IND,TRAVELFOOD.NS
465,TRENT,Trent Ltd.,Consumer Services,IND,TRENT.NS
466,TRIDENT,Trident Ltd.,Textiles,IND,TRIDENT.NS
467,TRITURBINE,Triveni Turbine Ltd.,Capital Goods,IND,TRITURBINE.NS
468,TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components,IND,TIINDIA.NS
469,UCOBANK,UCO Bank,Financial Services,IND,UCOBANK.NS
470,UNOMINDA,UNO Minda Ltd.,Automobile and Auto Components,IND,UNOMINDA.NS
471,UPL,UPL Ltd.,Chemicals,IND,UPL.NS
472,UTIAMC,UTI Asset Management Company Ltd.,Financial Services,IND,UTIAMC.NS
473,ULTRACEMCO,UltraTech Cement Ltd.,Construction Materials,IND,ULTRACEMCO.NS
474,UNIONBANK,Union Bank of India,Financial Services,IND,UNIONBANK.NS
475,UBL,United Breweries Ltd.,Fast Moving Consumer Goods,IND,UBL.NS
476,UNITDSPR,United Spirits Ltd.,Fast Moving Consumer Goods,IND,UNITDSPR.NS
477,URBANCO,Urban Company Ltd.,Consumer Services,IND,URBANCO.NS
478,USHAMART,Usha Martin Ltd.,Capital Goods,IND,USHAMART.NS
479,VTL,Vardhman Textiles Ltd.,Textiles,IND,VTL.NS
480,VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods,IND,VBL.NS
481,VAML,Vedanta Aluminium Metal Ltd.,Metals & Mining,IND,VAML.NS
482,VISL,Vedanta Iron and Steel Ltd.,Metals & Mining,IND,VISL.NS
483,VEDL,Vedanta Ltd.,Metals & Mining,IND,VEDL.NS
484,VOGL,Vedanta Oil and Gas Ltd.,Oil Gas & Consumable Fuels,IND,VOGL.NS
485,VEDPOWER,Vedanta Power Ltd.,Power,IND,VEDPOWER.NS
486,VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare,IND,VIJAYA.NS
487,VMM,Vishal Mega Mart Ltd.,Consumer Services,IND,VMM.NS
488,IDEA,Vodafone Idea Ltd.,Telecommunication,IND,IDEA.NS
489,VOLTAS,Voltas Ltd.,Consumer Durables,IND,VOLTAS.NS
490,WAAREEENER,Waaree Energies Ltd.,Capital Goods,IND,WAAREEENER.NS
491,WELCORP,Welspun Corp Ltd.,Capital Goods,IND,WELCORP.NS
492,WELSPUNLIV,Welspun Living Ltd.,Textiles,IND,WELSPUNLIV.NS
493,WHIRLPOOL,Whirlpool of India Ltd.,Consumer Durables,IND,WHIRLPOOL.NS
494,WIPRO,Wipro Ltd.,Information Technology,IND,WIPRO.NS
495,WOCKPHARMA,Wockhardt Ltd.,Healthcare,IND,WOCKPHARMA.NS
496,YESBANK,Yes Bank Ltd.,Financial Services,IND,YESBANK.NS
497,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,IND,ZFCVINDIA.NS
498,ZEEL,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,IND,ZEEL.NS
499,ZENTEC,Zen Technologies Ltd.,Capital Goods,IND,ZENTEC.NS
500,ZENSARTECH,Zensar Technolgies Ltd.,Information Technology,IND,ZENSARTECH.NS
501,ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,IND,ZYDUSLIFE.NS
502,ZYDUSWELL,Zydus Wellness Ltd.,Fast Moving Consumer Goods,IND,ZYDUSWELL.NS
503,ECLERX,eClerx Services Ltd.,Services,IND,ECLERX.NS
504,ASKAUTOLTD,ASK Automotive Ltd.,Automobile and Auto Components,IND,ASKAUTOLTD.NS
505,AXISCADES,AXISCADES Technologies Ltd.,Capital Goods,IND,AXISCADES.NS
506,AARTIDRUGS,Aarti Drugs Ltd.,Healthcare,IND,AARTIDRUGS.NS
507,AARTIPHARM,Aarti Pharmalabs Ltd.,Healthcare,IND,AARTIPHARM.NS
508,AVL,Aditya Vision Ltd.,Consumer Services,IND,AVL.NS
509,ADVENZYMES,Advanced Enzyme Tech Ltd.,Healthcare,IND,ADVENZYMES.NS
510,AEQUS,Aequs Ltd.,Capital Goods,IND,AEQUS.NS
511,AETHER,Aether Industries Ltd.,Chemicals,IND,AETHER.NS
512,AHLUCONT,Ahluwalia Contracts (India) Ltd.,Construction,IND,AHLUCONT.NS
513,AKUMS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,IND,AKUMS.NS
514,APLLTD,Alembic Pharmaceuticals Ltd.,Healthcare,IND,APLLTD.NS
515,ALIVUS,Alivus Life Sciences Ltd.,Healthcare,IND,ALIVUS.NS
516,ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals,IND,ALKYLAMINE.NS
517,ALOKINDS,Alok Industries Ltd.,Textiles,IND,ALOKINDS.NS
518,APOLLO,Apollo Micro Systems Ltd.,Capital Goods,IND,APOLLO.NS
519,ACI,Archean Chemical Industries Ltd.,Chemicals,IND,ACI.NS
520,ARVINDFASN,Arvind Fashions Ltd.,Consumer Services,IND,ARVINDFASN.NS
521,ARVIND,Arvind Ltd.,Textiles,IND,ARVIND.NS
522,ASHAPURMIN,Ashapura Minechem Ltd.,Metals & Mining,IND,ASHAPURMIN.NS
523,ASHOKA,Ashoka Buildcon Ltd.,Construction,IND,ASHOKA.NS
524,ASTRAMICRO,Astra Microwave Products Ltd.,Capital Goods,IND,ASTRAMICRO.NS
525,ASTRAZEN,AstraZenca Pharma India Ltd.,Healthcare,IND,ASTRAZEN.NS
526,ATLANTAELE,Atlanta Electricals Ltd.,Capital Goods,IND,ATLANTAELE.NS
527,AURIONPRO,Aurionpro Solution Ltd.,Information Technology,IND,AURIONPRO.NS
528,AVALON,Avalon Technologies Ltd.,Capital Goods,IND,AVALON.NS
529,AVANTIFEED,Avanti Feeds Ltd.,Fast Moving Consumer Goods,IND,AVANTIFEED.NS
530,CCAVENUE,AvenuesAI Ltd.,Financial Services,IND,CCAVENUE.NS
531,AWFIS,Awfis Space Solutions Ltd.,Services,IND,AWFIS.NS
532,AZAD,Azad Engineering Ltd.,Capital Goods,IND,AZAD.NS
533,BAJAJELEC,Bajaj Electricals Ltd,Consumer Durables,IND,BAJAJELEC.NS
534,BALAMINES,Balaji Amines Ltd.,Chemicals,IND,BALAMINES.NS
535,BALUFORGE,Balu Forge Industries Ltd.,Capital Goods,IND,BALUFORGE.NS
536,BANCOINDIA,Banco Products (India) Ltd.,Automobile and Auto Components,IND,BANCOINDIA.NS
537,BIRLACORPN,Birla Corporation Ltd.,Construction Materials,IND,BIRLACORPN.NS
538,BBOX,Black Box Ltd.,Information Technology,IND,BBOX.NS
539,BLACKBUCK,Blackbuck Ltd.,Services,IND,BLACKBUCK.NS
540,BLUESTONE,BlueStone Jewellery and Lifestyle Ltd.,Consumer Durables,IND,BLUESTONE.NS
541,BORORENEW,Borosil Renewables Ltd.,Capital Goods,IND,BORORENEW.NS
542,CMSINFO,CMS Info Systems Ltd.,Services,IND,CMSINFO.NS
543,CSBBANK,CSB Bank Ltd.,Financial Services,IND,CSBBANK.NS
544,CAMPUS,Campus Activewear Ltd.,Consumer Durables,IND,CAMPUS.NS
545,CRAMC,Canara Robeco Asset Management Company Ltd.,Financial Services,IND,CRAMC.NS
546,CAPILLARY,Capillary Technologies India Ltd.,Information Technology,IND,CAPILLARY.NS
547,CELLO,Cello World Ltd.,Consumer Durables,IND,CELLO.NS
548,CENTURYPLY,Century Plyboards (India) Ltd.,Consumer Durables,IND,CENTURYPLY.NS
549,CERA,Cera Sanitaryware Ltd,Consumer Durables,IND,CERA.NS
550,CUPID,Cupid Ltd.,Fast Moving Consumer Goods,IND,CUPID.NS
551,DCBBANK,DCB Bank Ltd.,Financial Services,IND,DCBBANK.NS
552,DATAMATICS,Datamatics Global Services Ltd.,Information Technology,IND,DATAMATICS.NS
553,DIACABS,Diamond Power Infrastructure Ltd.,Capital Goods,IND,DIACABS.NS
554,DBL,Dilip Buildcon Ltd.,Construction,IND,DBL.NS
555,AGARWALEYE,Dr. Agarwal's Health Care Ltd.,Healthcare,IND,AGARWALEYE.NS
556,DYNAMATECH,Dynamatic Technologies Ltd.,Capital Goods,IND,DYNAMATECH.NS
557,EPL,EPL Ltd.,Capital Goods,IND,EPL.NS
558,EDELWEISS,Edelweiss Financial Services Ltd.,Financial Services,IND,EDELWEISS.NS
559,EMIL,Electronics Mart India Ltd.,Consumer Services,IND,EMIL.NS
560,ELECTCAST,Electrosteel Castings Ltd.,Capital Goods,IND,ELECTCAST.NS
561,ELLEN,Ellenbarrie Industrial Gases Ltd.,Chemicals,IND,ELLEN.NS
562,EMBDL,Embassy Developments Ltd.,Realty,IND,EMBDL.NS
563,ENTERO,Entero Healthcare Solutions Ltd.,Consumer Services,IND,ENTERO.NS
564,EQUITASBNK,Equitas Small Finance Bank Ltd.,Financial Services,IND,EQUITASBNK.NS
565,ETHOSLTD,Ethos Ltd.,Consumer Durables,IND,ETHOSLTD.NS
566,EUREKAFORB,Eureka Forbes Ltd.,Consumer Durables,IND,EUREKAFORB.NS
567,FEDFINA,Fedbank Financial Services Ltd.,Financial Services,IND,FEDFINA.NS
568,FIEMIND,Fiem Industries Ltd,Automobile and Auto Components,IND,FIEMIND.NS
569,FINPIPE,Finolex Industries Ltd.,Capital Goods,IND,FINPIPE.NS
570,UTLSOLAR,Fujiyama Power Systems Ltd.,Capital Goods,IND,UTLSOLAR.NS
571,GHCL,GHCL Ltd.,Chemicals,IND,GHCL.NS
572,GMMPFAUDLR,GMM Pfaudler Ltd.,Capital Goods,IND,GMMPFAUDLR.NS
573,GMRP&UI,GMR Power and Urban Infra Ltd.,Power,IND,GMRP&UI.NS
574,GRWRHITECH,Garware Hi-Tech Films Ltd.,Capital Goods,IND,GRWRHITECH.NS
575,GODREJAGRO,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,IND,GODREJAGRO.NS
576,GOKEX,Gokaldas Exports Ltd.,Textiles,IND,GOKEX.NS
577,GOKULAGRO,Gokul Agro Resources Ltd.,Fast Moving Consumer Goods,IND,GOKULAGRO.NS
578,GREAVESCOT,Greaves Cotton Ltd.,Capital Goods,IND,GREAVESCOT.NS
579,GAEL,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,IND,GAEL.NS
580,GUJGASLTD,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,IND,GUJGASLTD.NS
581,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,IND,GNFC.NS
582,GPPL,Gujarat Pipavav Port Ltd.,Services,IND,GPPL.NS
583,GSFC,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,IND,GSFC.NS
584,HGINFRA,H.G. Infra Engineering Ltd.,Construction,IND,HGINFRA.NS
585,HAPPSTMNDS,Happiest Minds Technologies Ltd.,Information Technology,IND,HAPPSTMNDS.NS
586,HATSUN,Hatsun Agro Product Ltd.,Fast Moving Consumer Goods,IND,HATSUN.NS
587,HCG,Healthcare Global Enterprises Ltd.,Healthcare,IND,HCG.NS
588,HEMIPROP,Hemisphere Properties India Ltd.,Services,IND,HEMIPROP.NS
589,HERITGFOOD,Heritage Foods Ltd.,Fast Moving Consumer Goods,IND,HERITGFOOD.NS
590,HCC,Hindustan Construction Co. Ltd.,Construction,IND,HCC.NS
591,IFBIND,IFB Industries Ltd.,Consumer Durables,IND,IFBIND.NS
592,IIFLCAPS,IIFL Capital Services Ltd.,Financial Services,IND,IIFLCAPS.NS
593,INOXINDIA,INOX India Ltd.,Capital Goods,IND,INOXINDIA.NS
594,INDIAGLYCO,India Glycols Ltd.,Fast Moving Consumer Goods,IND,INDIAGLYCO.NS
595,INDIASHLTR,India Shelter Finance Corporation Ltd.,Financial Services,IND,INDIASHLTR.NS
596,IMFA,Indian Metals & Ferro Alloys Ltd.,Metals & Mining,IND,IMFA.NS
597,INDIGOPNTS,Indigo Paints Ltd.,Consumer Durables,IND,INDIGOPNTS.NS
598,ICIL,Indo Count Industries Ltd.,Textiles,IND,ICIL.NS
599,INOXGREEN,Inox Green Energy Services Ltd.,Services,IND,INOXGREEN.NS
600,IONEXCHANG,Ion Exchange (India) Ltd.,Utilities,IND,IONEXCHANG.NS
601,JKLAKSHMI,JK Lakshmi Cement Ltd.,Construction Materials,IND,JKLAKSHMI.NS
602,JKPAPER,JK Paper Ltd.,Forest Materials,IND,JKPAPER.NS
603,JSWHL,JSW Holdings Ltd.,Financial Services,IND,JSWHL.NS
604,JAIBALAJI,Jai Balaji Industries Ltd.,Metals & Mining,IND,JAIBALAJI.NS
605,JAMNAAUTO,Jamna Auto Industries Ltd.,Automobile and Auto Components,IND,JAMNAAUTO.NS
606,JSFB,Jana Small Finance Bank Ltd.,Financial Services,IND,JSFB.NS
607,JAYNECOIND,Jayaswal Neco Industries Ltd.,Capital Goods,IND,JAYNECOIND.NS
608,JSLL,Jeena Sikho Lifecare Ltd.,Consumer Services,IND,JSLL.NS
609,JLHL,Jupiter Life Line Hospitals Ltd.,Healthcare,IND,JLHL.NS
610,JUSTDIAL,Justdial Ltd.,Consumer Services,IND,JUSTDIAL.NS
611,JYOTHYLAB,Jyothy Labs Ltd.,Fast Moving Consumer Goods,IND,JYOTHYLAB.NS
612,KNRCON,KNR Constructions Ltd.,Construction,IND,KNRCON.NS
613,KPIGREEN,KPI Green Energy Ltd.,Power,IND,KPIGREEN.NS
614,KRBL,KRBL Ltd.,Fast Moving Consumer Goods,IND,KRBL.NS
615,KRN,KRN Heat Exchanger and Refrigeration Ltd.,Capital Goods,IND,KRN.NS
616,KSB,KSB Ltd.,Capital Goods,IND,KSB.NS
617,KANSAINER,Kansai Nerolac Paints Ltd.,Consumer Durables,IND,KANSAINER.NS
618,KTKBANK,Karnataka Bank Ltd.,Financial Services,IND,KTKBANK.NS
619,KSCL,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,IND,KSCL.NS
620,KIRLOSBROS,Kirloskar Brothers Ltd.,Capital Goods,IND,KIRLOSBROS.NS
621,KIRLPNU,Kirloskar Pneumatic Company Ltd.,Capital Goods,IND,KIRLPNU.NS
622,LXCHEM,Laxmi Organic Industries Ltd.,Chemicals,IND,LXCHEM.NS
623,IXIGO,Le Travenues Technology Ltd.,Consumer Services,IND,IXIGO.NS
624,LLOYDSENGG,Lloyds Engineering Works Ltd.,Capital Goods,IND,LLOYDSENGG.NS
625,LLOYDSENT,Lloyds Enterprises Ltd.,Metals & Mining,IND,LLOYDSENT.NS
626,LUMAXTECH,Lumax Auto Technologies Ltd.,Automobile and Auto Components,IND,LUMAXTECH.NS
627,MOIL,MOIL Ltd.,Metals & Mining,IND,MOIL.NS
628,MSTCLTD,MSTC Ltd.,Services,IND,MSTCLTD.NS
629,MTARTECH,MTAR Technologies Ltd.,Capital Goods,IND,MTARTECH.NS
630,MAHSCOOTER,Maharashtra Scooters Ltd.,Financial Services,IND,MAHSCOOTER.NS
631,MAHSEAMLES,Maharashtra Seamless Ltd.,Capital Goods,IND,MAHSEAMLES.NS
632,MANORAMA,Manorama Industries Ltd.,Fast Moving Consumer Goods,IND,MANORAMA.NS
633,MARKSANS,Marksans Pharma Ltd.,Healthcare,IND,MARKSANS.NS
634,MASTEK,Mastek Ltd.,Information Technology,IND,MASTEK.NS
635,MEDPLUS,Medplus Health Services Ltd.,Consumer Services,IND,MEDPLUS.NS
636,METROBRAND,Metro Brands Ltd.,Consumer Durables,IND,METROBRAND.NS
637,METROPOLIS,Metropolis Healthcare Ltd.,Healthcare,IND,METROPOLIS.NS
638,MIDHANI,Mishra Dhatu Nigam Ltd.,Capital Goods,IND,MIDHANI.NS
639,BECTORFOOD,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,IND,BECTORFOOD.NS
640,NEOGEN,NEOGEN CHEMICALS LTD.,Chemicals,IND,NEOGEN.NS
641,NESCO,NESCO Ltd.,Services,IND,NESCO.NS
642,NFL,National Fertilizers Ltd.,Chemicals,IND,NFL.NS
643,NAZARA,Nazara Technologies Ltd.,Media Entertainment & Publication,IND,NAZARA.NS
644,NETWORK18,Network18 Media & Investments Ltd.,Media Entertainment & Publication,IND,NETWORK18.NS
645,OPTIEMUS,Optiemus Infracom Ltd.,Telecommunication,IND,OPTIEMUS.NS
646,ORIENTCEM,Orient Cement Ltd.,Construction Materials,IND,ORIENTCEM.NS
647,ORKLAINDIA,Orkla India Ltd.,Fast Moving Consumer Goods,IND,ORKLAINDIA.NS
648,OSWALPUMPS,Oswal Pumps Ltd.,Capital Goods,IND,OSWALPUMPS.NS
649,PNGJL,P N Gadgil Jewellers Ltd.,Consumer Durables,IND,PNGJL.NS
650,PCJEWELLER,PC Jeweller Ltd.,Consumer Durables,IND,PCJEWELLER.NS
651,PNCINFRA,PNC Infratech Ltd.,Construction,IND,PNCINFRA.NS
652,PTC,PTC India Ltd.,Power,IND,PTC.NS
653,PARAS,Paras Defence and Space Technologies Ltd.,Capital Goods,IND,PARAS.NS
654,PGIL,Pearl Global Industries Ltd.,Textiles,IND,PGIL.NS
655,PICCADIL,Piccadily Agro Industries Ltd.,Fast Moving Consumer Goods,IND,PICCADIL.NS
656,POWERMECH,Power Mech Projects Ltd.,Construction,IND,POWERMECH.NS
657,PRAJIND,Praj Industries Ltd.,Capital Goods,IND,PRAJIND.NS
658,PRICOLLTD,Pricol Ltd.,Automobile and Auto Components,IND,PRICOLLTD.NS
659,PFOCUS,Prime Focus Ltd.,Media Entertainment & Publication,IND,PFOCUS.NS
660,PRSMJOHNSN,Prism Johnson Ltd.,Construction Materials,IND,PRSMJOHNSN.NS
661,PRIVISCL,Privi Speciality Chemicals Ltd.,Chemicals,IND,PRIVISCL.NS
662,PGHH,Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,IND,PGHH.NS
663,PRUDENT,Prudent Corporate Advisory Services Ltd.,Financial Services,IND,PRUDENT.NS
664,PURVA,Puravankara Ltd.,Realty,IND,PURVA.NS
665,QPOWER,Quality Power Electrical Equipments Ltd.,Capital Goods,IND,QPOWER.NS
666,QUESS,Quess Corp Ltd.,Services,IND,QUESS.NS
667,RSYSTEMS,R Systems International Ltd.,Information Technology,IND,RSYSTEMS.NS
668,RAIN,Rain Industries Ltd,Chemicals,IND,RAIN.NS
669,RALLIS,Rallis India Ltd.,Chemicals,IND,RALLIS.NS
670,RCF,Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,IND,RCF.NS
671,RATEGAIN,Rategain Travel Technologies Ltd.,Information Technology,IND,RATEGAIN.NS
672,RTNINDIA,RattanIndia Enterprises Ltd.,Consumer Services,IND,RTNINDIA.NS
673,RTNPOWER,RattanIndia Power Ltd.,Power,IND,RTNPOWER.NS
674,RAYMONDLSL,Raymond Lifestyle Ltd.,Textiles,IND,RAYMONDLSL.NS
675,RAYMOND,Raymond Ltd.,Capital Goods,IND,RAYMOND.NS
676,RAYMONDREL,Raymond Realty Ltd.,Realty,IND,RAYMONDREL.NS
677,REDTAPE,Redtape Ltd.,Consumer Durables,IND,REDTAPE.NS
678,REFEX,Refex Industries Ltd.,Utilities,IND,REFEX.NS
679,RELAXO,Relaxo Footwears Ltd.,Consumer Durables,IND,RELAXO.NS
680,RELIGARE,Religare Enterprises Ltd.,Financial Services,IND,RELIGARE.NS
681,RBA,Restaurant Brands Asia Ltd.,Consumer Services,IND,RBA.NS
682,ROUTE,Route Mobile Ltd.,Telecommunication,IND,ROUTE.NS
683,RUBICON,Rubicon Research Ltd.,Healthcare,IND,RUBICON.NS
684,SKFINDUS,SKF India (Industrial) Ltd.,Capital Goods,IND,SKFINDUS.NS
685,SKFINDIA,SKF India Ltd.,Automobile and Auto Components,IND,SKFINDIA.NS
686,SAATVIKGL,Saatvik Green Energy Ltd.,Capital Goods,IND,SAATVIKGL.NS
687,SAFARI,Safari Industries (India) Ltd.,Consumer Durables,IND,SAFARI.NS
688,SAMHI,Samhi Hotels Ltd.,Consumer Services,IND,SAMHI.NS
689,SANDUMA,Sandur Manganese & Iron Ores Ltd.,Metals & Mining,IND,SANDUMA.NS
690,SANSERA,Sansera Engineering Ltd.,Automobile and Auto Components,IND,SANSERA.NS
691,SENCO,Senco Gold Ltd.,Consumer Durables,IND,SENCO.NS
692,SHAILY,Shaily Engineering Plastics Ltd.,Consumer Durables,IND,SHAILY.NS
693,SHAKTIPUMP,Shakti Pumps (India) Ltd.,Capital Goods,IND,SHAKTIPUMP.NS
694,SHARDACROP,Sharda Cropchem Ltd.,Chemicals,IND,SHARDACROP.NS
695,SFL,Sheela Foam Ltd.,Consumer Durables,IND,SFL.NS
696,SHILPAMED,Shilpa Medicare Ltd.,Healthcare,IND,SHILPAMED.NS
697,RENUKA,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,IND,RENUKA.NS
698,SHRIPISTON,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,IND,SHRIPISTON.NS
699,SKIPPER,Skipper Ltd.,Capital Goods,IND,SKIPPER.NS
700,SMARTWORKS,Smartworks Coworking Spaces Ltd.,Services,IND,SMARTWORKS.NS
701,SOUTHBANK,South Indian Bank Ltd.,Financial Services,IND,SOUTHBANK.NS
702,LOTUSDEV,Sri Lotus Developers and Realty Ltd.,Realty,IND,LOTUSDEV.NS
703,STARCEMENT,Star Cement Ltd.,Construction Materials,IND,STARCEMENT.NS
704,SWSOLAR,Sterling and Wilson Renewable Energy Ltd.,Construction,IND,SWSOLAR.NS
705,STLTECH,Sterlite Technologies Ltd.,Telecommunication,IND,STLTECH.NS
706,STAR,Strides Pharma Science Ltd.,Healthcare,IND,STAR.NS
707,STYRENIX,Styrenix Performance Materials Ltd.,Chemicals,IND,STYRENIX.NS
708,SUBROS,Subros Ltd.,Capital Goods,IND,SUBROS.NS
709,SUDARSCHEM,Sudarshan Chemical Industries Ltd.,Chemicals,IND,SUDARSCHEM.NS
710,SUDEEPPHRM,Sudeep Pharma Ltd.,Chemicals,IND,SUDEEPPHRM.NS
711,SPARC,Sun Pharma Advanced Research Company Ltd.,Healthcare,IND,SPARC.NS
712,SUNDRMFAST,Sundram Fasteners Ltd.,Automobile and Auto Components,IND,SUNDRMFAST.NS
713,SUNTECK,Sunteck Realty Ltd.,Realty,IND,SUNTECK.NS
714,SUPRIYA,Supriya Lifescience Ltd.,Healthcare,IND,SUPRIYA.NS
715,SURYAROSNI,Surya Roshni Ltd.,Capital Goods,IND,SURYAROSNI.NS
716,TARC,TARC Ltd.,Realty,IND,TARC.NS
717,TDPOWERSYS,TD Power Systems Ltd.,Capital Goods,IND,TDPOWERSYS.NS
718,TSFINV,TSF Investments Ltd.,Financial Services,IND,TSFINV.NS
719,TVSHLTD,TVS Holdings Ltd.,Financial Services,IND,TVSHLTD.NS
720,TVSSCS,TVS Supply Chain Solutions Ltd.,Services,IND,TVSSCS.NS
721,TMB,Tamilnad Mercantile Bank Ltd.,Financial Services,IND,TMB.NS
722,TANLA,Tanla Platforms Ltd.,Information Technology,IND,TANLA.NS
723,TEXRAIL,Texmaco Rail & Eng. Ltd.,Capital Goods,IND,TEXRAIL.NS
724,THANGAMAYL,Thangamayil Jewellery Ltd.,Consumer Durables,IND,THANGAMAYL.NS
725,ANUP,The Anup Engineering Ltd.,Capital Goods,IND,ANUP.NS
726,THOMASCOOK,Thomas Cook (India) Ltd.,Consumer Services,IND,THOMASCOOK.NS
727,THYROCARE,Thyrocare Technologies Ltd.,Healthcare,IND,THYROCARE.NS
728,TI,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,IND,TI.NS
729,TIMETECHNO,Time Technoplast Ltd.,Capital Goods,IND,TIMETECHNO.NS
730,TIPSMUSIC,Tips Music Ltd.,Media Entertainment & Publication,IND,TIPSMUSIC.NS
731,TRANSRAILL,Transrail Lighting Ltd.,Capital Goods,IND,TRANSRAILL.NS
732,TRIVENI,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,IND,TRIVENI.NS
733,UJJIVANSFB,Ujjivan Small Finance Bank Ltd.,Financial Services,IND,UJJIVANSFB.NS
734,VGUARD,V-Guard Industries Ltd.,Consumer Durables,IND,VGUARD.NS
735,VMART,V-Mart Retail Ltd.,Consumer Services,IND,VMART.NS
736,VIPIND,V.I.P. Industries Ltd.,Consumer Durables,IND,VIPIND.NS
737,V2RETAIL,V2 Retail Ltd.,Consumer Services,IND,V2RETAIL.NS
738,WABAG,Va Tech Wabag Ltd.,Utilities,IND,WABAG.NS
739,VAIBHAVGBL,Vaibhav Global Ltd.,Consumer Durables,IND,VAIBHAVGBL.NS
740,DBREALTY,Valor Estate Ltd.,Realty,IND,DBREALTY.NS
741,VARROC,Varroc Engineering Ltd.,Automobile and Auto Components,IND,VARROC.NS
742,MANYAVAR,Vedant Fashions Ltd.,Consumer Services,IND,MANYAVAR.NS
743,VIKRAMSOLR,Vikram Solar Ltd.,Capital Goods,IND,VIKRAMSOLR.NS
744,VIYASH,Viyash Scientific Ltd.,Healthcare,IND,VIYASH.NS
745,VOLTAMP,Voltamp Transformers Ltd,Capital Goods,IND,VOLTAMP.NS
746,WAAREERTL,Waaree Renewable Technologies Ltd.,Capital Goods,IND,WAAREERTL.NS
747,WAKEFIT,Wakefit Innovations Ltd.,Consumer Durables,IND,WAKEFIT.NS
748,WEWORK,WeWork India Management Ltd.,Services,IND,WEWORK.NS
749,WEBELSOLAR,Websol Energy System Ltd.,Capital Goods,IND,WEBELSOLAR.NS
750,WELENT,Welspun Enterprises Ltd.,Construction,IND,WELENT.NS
751,WESTLIFE,Westlife Foodworld Ltd.,Consumer Services,IND,WESTLIFE.NS
752,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,IND,YATHARTH.NS
753,ZAGGLE,Zaggle Prepaid Ocean Services Ltd.,Information Technology,IND,ZAGGLE.NS
754,MMM,3M,Industrials,US,MMM
755,AOS,A. O. Smith,Industrials,US,AOS
756,ABT,Abbott Laboratories,Health Care,US,ABT
757,ABBV,AbbVie,Health Care,US,ABBV
758,ACN,Accenture,Information Technology,US,ACN
759,ADBE,Adobe Inc.,Information Technology,US,ADBE
760,AMD,Advanced Micro Devices,Information Technology,US,AMD
761,AES,AES Corporation,Utilities,US,AES
762,AFL,Aflac,Financials,US,AFL
763,A,Agilent Technologies,Health Care,US,A
764,APD,Air Products,Materials,US,APD
765,ABNB,Airbnb,Consumer Discretionary,US,ABNB
766,AKAM,Akamai Technologies,Information Technology,US,AKAM
767,ALB,Albemarle Corporation,Materials,US,ALB
